Imp_Value,Importer,Product,Exporter,Trade_Year,Duty_Type,Simple_Avg_Tariff,GDP_Importer,GDP_Exporter,Distance,NTB_Importer,NTB_Exporter,CPTPP_TC,CPTPP_TD1,CPTPP_TD2,IMP_1,IMP_2,IMP_3,IMP_4,IMP_5,IMP_6,IMP_7,IMP_8,IMP_9,IMP_10,IMP_11,IMP_12,EXP_1,EXP_2,EXP_3,EXP_4,EXP_5,EXP_6,EXP_7,EXP_8,EXP_9,EXP_10,EXP_11,EXP_12,LL,Log_Imports,Log_GDP_Imp,Log_GDP_Exp,Log_Dist,Log_NTB_Imp,Log_NTB_Exp,Log_Tariff,COB
16739.791,Chile,"ELE - Computer, electronic and optical products",Australia,2018,MFN,6,295402652,1428529571,12726,1.3,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.223750031,8.47041439,9.154889235,4.104691919,0.1139433523,0.5440680444,0.7781512504,0
0.892,Chile,"ELE - Computer, electronic and optical products",Brunei,2018,MFN,6,295402652,13567351.18,16483,1.3,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.04963514562,8.47041439,7.132495067,4.217036259,0.1139433523,0.3802112417,0.7781512504,0
26865.985,Chile,"ELE - Computer, electronic and optical products",Canada,2018,MFN,6,295402652,1725329193,10719,1.3,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.429202768,8.47041439,9.236871971,4.030154271,0.1139433523,0.6232492904,0.7781512504,0
1078.814,Chile,"ELE - Computer, electronic and optical products",Chile,2018,MFN,6,295402652,295402652,0,1.3,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.032946574,8.47041439,8.47041439,#NUM!,0.1139433523,0.1139433523,0.7781512504,0
8648.805,Chile,"ELE - Computer, electronic and optical products",India,2018,MFN,6,295402652,2702929719,16681,1.3,4.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.936956105,8.47041439,9.431834753,4.222222082,0.1139433523,0.69019608,0.7781512504,0
71520.515,Chile,"ELE - Computer, electronic and optical products",Japan,2018,MFN,6,295402652,5037835383,17332,1.3,3.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.854430633,8.47041439,9.702243972,4.23884868,0.1139433523,0.5185139399,0.7781512504,0
43346.356,Chile,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,6,295402652,358791513.2,16458,1.3,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.636952593,8.47041439,8.554842162,4.216377058,0.1139433523,0.3802112417,0.7781512504,0
598874.94,Chile,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,6,295402652,1222408203,7353,1.3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.77733614,8.47041439,9.087216256,3.866464566,0.1139433523,0,0.7781512504,0
785.845,Chile,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,6,295402652,211953111,9625,1.3,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.895336894,8.47041439,8.326239795,3.983400738,0.1139433523,0.3979400087,0.7781512504,0
3645.054,Chile,"ELE - Computer, electronic and optical products",Peru,2018,MFN,6,295402652,222597212.9,2964,1.3,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.561703967,8.47041439,8.347519722,3.471878199,0.1139433523,0.1461280357,0.7781512504,1
30882.591,Chile,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,6,295402652,376998146.5,16174,1.3,2.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.48971373,8.47041439,8.576339215,4.208817439,0.1139433523,0.414973348,0.7781512504,0
323369.222,Chile,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,6,295402652,308702086.8,17600,1.3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.509698682,8.47041439,8.489539565,4.245512668,0.1139433523,0.6989700043,0.7781512504,0
1879.586,Chile,MVH - Motor vehicles and parts,Australia,2018,MFN,6,295402652,1428529571,12726,1.3,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.274062202,8.47041439,9.154889235,4.104691919,0.1139433523,0.5440680444,0.7781512504,0
72530.557,Chile,MVH - Motor vehicles and parts,Canada,2018,MFN,6,295402652,1725329193,10719,1.3,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.860521013,8.47041439,9.236871971,4.030154271,0.1139433523,0.6232492904,0.7781512504,0
143.007,Chile,MVH - Motor vehicles and parts,Chile,2018,MFN,6,295402652,295402652,0,1.3,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.155357296,8.47041439,8.47041439,#NUM!,0.1139433523,0.1139433523,0.7781512504,0
317492.061,Chile,MVH - Motor vehicles and parts,India,2018,MFN,6,295402652,2702929719,16681,1.3,4.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.50173287,8.47041439,9.431834753,4.222222082,0.1139433523,0.69019608,0.7781512504,0
1379529.698,Chile,MVH - Motor vehicles and parts,Japan,2018,MFN,5.91,295402652,5037835383,17332,1.3,3.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.139731054,8.47041439,9.702243972,4.23884868,0.1139433523,0.5185139399,0.7715874809,0
1782.794,Chile,MVH - Motor vehicles and parts,Malaysia,2018,MFN,6,295402652,358791513.2,16458,1.3,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.251101164,8.47041439,8.554842162,4.216377058,0.1139433523,0.3802112417,0.7781512504,0
709137.709,Chile,MVH - Motor vehicles and parts,Mexico,2018,MFN,5.86,295402652,1222408203,7353,1.3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.85073058,8.47041439,9.087216256,3.866464566,0.1139433523,0,0.767897616,0
1102.746,Chile,MVH - Motor vehicles and parts,New Zealand,2018,MFN,6,295402652,211953111,9625,1.3,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.042475491,8.47041439,8.326239795,3.983400738,0.1139433523,0.3979400087,0.7781512504,0
9978.775,Chile,MVH - Motor vehicles and parts,Peru,2018,MFN,6,295402652,222597212.9,2964,1.3,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.99907723,8.47041439,8.347519722,3.471878199,0.1139433523,0.1461280357,0.7781512504,1
1153.439,Chile,MVH - Motor vehicles and parts,Singapore,2018,MFN,6,295402652,376998146.5,16174,1.3,2.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.061994632,8.47041439,8.576339215,4.208817439,0.1139433523,0.414973348,0.7781512504,0
118.936,Chile,MVH - Motor vehicles and parts,Vietnam,2018,MFN,6,295402652,308702086.8,17600,1.3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.075313328,8.47041439,8.489539565,4.245512668,0.1139433523,0.6989700043,0.7781512504,0
2963.523,India,OAP - Animal products nec,Australia,2018,MFN,15,2702929719,1428529571,7809,4.9,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.471808302,9.431834753,9.154889235,3.892595423,0.69019608,0.5440680444,1.176091259,0
215.931,India,OAP - Animal products nec,Brunei,2018,MFN,0,2702929719,13567351.18,4346,4.9,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.334314996,9.431834753,7.132495067,3.638089722,0.69019608,0.3802112417,#NUM!,0
413.784,India,OAP - Animal products nec,Canada,2018,MFN,30,2702929719,1725329193,11462,4.9,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.616773694,9.431834753,9.236871971,4.059260404,0.69019608,0.6232492904,1.477121255,0
43.544,India,OAP - Animal products nec,Chile,2018,MFN,0,2702929719,295402652,16681,4.9,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.638928321,9.431834753,8.47041439,4.222222082,0.69019608,0.1139433523,#NUM!,0
439.215,India,OAP - Animal products nec,Japan,2018,MFN,22.5,2702929719,5037835383,5968,4.9,3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.642677164,9.431834753,9.702243972,3.775828814,0.69019608,0.5185139399,1.352182518,0
1176.896,India,OAP - Animal products nec,Malaysia,2018,MFN,20,2702929719,358791513.2,3081,4.9,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.070738087,9.431834753,8.554842162,3.488691698,0.69019608,0.3802112417,1.301029996,0
17.363,India,OAP - Animal products nec,Mexico,2018,MFN,60,2702929719,1222408203,15108,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.239624765,9.431834753,9.087216256,4.179206976,0.69019608,0,1.77815125,0
2659.299,India,OAP - Animal products nec,New Zealand,2018,MFN,12.86,2702929719,211953111,11963,4.9,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.42476717,9.431834753,8.326239795,4.077840103,0.69019608,0.3979400087,1.109240969,0
62.753,India,OAP - Animal products nec,Singapore,2018,MFN,15,2702929719,376998146.5,3440,4.9,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.797634493,9.431834753,8.576339215,3.536558443,0.69019608,0.414973348,1.176091259,0
133.344,India,OAP - Animal products nec,Vietnam,2018,MFN,0,2702929719,308702086.8,3194,4.9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.124973479,9.431834753,8.489539565,3.504334912,0.69019608,0.6989700043,#NUM!,0
70917.317,India,"ELE - Computer, electronic and optical products",Australia,2018,MFN,5.83,2702929719,1428529571,7809,4.9,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.850752297,9.431834753,9.154889235,3.892595423,0.69019608,0.5440680444,0.7656685548,0
162.075,India,"ELE - Computer, electronic and optical products",Brunei,2018,MFN,7.5,2702929719,13567351.18,4346,4.9,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.20971603,9.431834753,7.132495067,3.638089722,0.69019608,0.3802112417,0.8750612634,0
173254.906,India,"ELE - Computer, electronic and optical products",Canada,2018,MFN,6.06,2702929719,1725329193,11462,4.9,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.238685541,9.431834753,9.236871971,4.059260404,0.69019608,0.6232492904,0.7824726242,0
253.758,India,"ELE - Computer, electronic and optical products",Chile,2018,MFN,4.84,2702929719,295402652,16681,4.9,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.404419743,9.431834753,8.47041439,4.222222082,0.69019608,0.1139433523,0.6848453616,0
1487692.095,India,"ELE - Computer, electronic and optical products",Japan,2018,MFN,6.61,2702929719,5037835383,5968,4.9,3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6.172513055,9.431834753,9.702243972,3.775828814,0.69019608,0.5185139399,0.8202014595,0
1550410.866,India,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,5.98,2702929719,358791513.2,3081,4.9,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6.190446803,9.431834753,8.554842162,3.488691698,0.69019608,0.3802112417,0.776701184,0
853513.671,India,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,5.22,2702929719,1222408203,15108,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.931210482,9.431834753,9.087216256,4.179206976,0.69019608,0,0.717670503,0
4926.729,India,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,5.2,2702929719,211953111,11963,4.9,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.692558674,9.431834753,8.326239795,4.077840103,0.69019608,0.3979400087,0.7160033436,0
81.288,India,"ELE - Computer, electronic and optical products",Peru,2018,MFN,5,2702929719,222597212.9,16941,4.9,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.910026438,9.431834753,8.347519722,4.228939042,0.69019608,0.1461280357,0.6989700043,0
4568562.044,India,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,6.64,2702929719,376998146.5,3440,4.9,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.659779527,9.431834753,8.576339215,3.536558443,0.69019608,0.414973348,0.8221680794,0
4004098.646,India,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,5.57,2702929719,308702086.8,3194,4.9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.602504768,9.431834753,8.489539565,3.504334912,0.69019608,0.6989700043,0.7458551952,0
2326.042,India,MVH - Motor vehicles and parts,Australia,2018,MFN,19.97,2702929719,1428529571,7809,4.9,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.366617552,9.431834753,9.154889235,3.892595423,0.69019608,0.5440680444,1.300378065,0
65013.93,India,MVH - Motor vehicles and parts,Canada,2018,MFN,14.89,2702929719,1725329193,11462,4.9,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.813006419,9.431834753,9.236871971,4.059260404,0.69019608,0.6232492904,1.172894698,0
8.914,India,MVH - Motor vehicles and parts,Chile,2018,MFN,10,2702929719,295402652,16681,4.9,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9500726298,9.431834753,8.47041439,4.222222082,0.69019608,0.1139433523,1,0
914319.495,India,MVH - Motor vehicles and parts,Japan,2018,MFN,31.88,2702929719,5037835383,5968,4.9,3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.96109798,9.431834753,9.702243972,3.775828814,0.69019608,0.5185139399,1.503518313,0
12808.689,India,MVH - Motor vehicles and parts,Malaysia,2018,MFN,29.78,2702929719,358791513.2,3081,4.9,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.107504681,9.431834753,8.554842162,3.488691698,0.69019608,0.3802112417,1.473924693,0
156998.939,India,MVH - Motor vehicles and parts,Mexico,2018,MFN,9.52,2702929719,1222408203,15108,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.195896717,9.431834753,9.087216256,4.179206976,0.69019608,0,0.9786369484,0
21.697,India,MVH - Motor vehicles and parts,New Zealand,2018,MFN,48.33,2702929719,211953111,11963,4.9,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.336399689,9.431834753,8.326239795,4.077840103,0.69019608,0.3979400087,1.684216795,0
7.369,India,MVH - Motor vehicles and parts,Peru,2018,MFN,10,2702929719,222597212.9,16941,4.9,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8674085565,9.431834753,8.347519722,4.228939042,0.69019608,0.1461280357,1,0
374108.213,India,MVH - Motor vehicles and parts,Singapore,2018,MFN,28.76,2702929719,376998146.5,3440,4.9,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.572997243,9.431834753,8.576339215,3.536558443,0.69019608,0.414973348,1.458788882,0
46459.55,India,MVH - Motor vehicles and parts,Vietnam,2018,MFN,9.62,2702929719,308702086.8,3194,4.9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.667074999,9.431834753,8.489539565,3.504334912,0.69019608,0.6989700043,0.983175072,0
25290.373,Japan,OAP - Animal products nec,Australia,2018,MFN,3.97,5037835383,1428529571,6848,3.3,3.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.402955235,9.702243972,9.154889235,3.835563752,0.5185139399,0.5440680444,0.5987905068,0
31403.531,Japan,OAP - Animal products nec,Canada,2018,MFN,3.28,5037835383,1725329193,8078,3.3,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.496978483,9.702243972,9.236871971,3.907303849,0.5185139399,0.6232492904,0.5158738437,0
249.788,Japan,OAP - Animal products nec,Chile,2018,MFN,8.68,5037835383,295402652,17332,3.3,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.397571571,9.702243972,8.47041439,4.23884868,0.5185139399,0.1139433523,0.9385197252,0
10924.26,Japan,OAP - Animal products nec,India,2018,MFN,4.84,5037835383,2702929719,5968,3.3,4.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.038392028,9.702243972,9.431834753,3.775828814,0.5185139399,0.69019608,0.6848453616,0
1256.778,Japan,OAP - Animal products nec,Malaysia,2018,MFN,0.88,5037835383,358791513.2,5134,3.3,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.09925857,9.702243972,8.554842162,3.710455864,0.5185139399,0.3802112417,-0.05551732785,0
5075.377,Japan,OAP - Animal products nec,Mexico,2018,MFN,4.56,5037835383,1222408203,10791,3.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.705468307,9.702243972,9.087216256,4.033061693,0.5185139399,0,0.6589648427,0
32141.034,Japan,OAP - Animal products nec,New Zealand,2018,MFN,3.09,5037835383,211953111,9346,3.3,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.507059844,9.702243972,8.326239795,3.970625777,0.5185139399,0.3979400087,0.4899584794,0
885.851,Japan,OAP - Animal products nec,Peru,2018,MFN,0.21,5037835383,222597212.9,15501,3.3,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.94736068,9.702243972,8.347519722,4.190359716,0.5185139399,0.1461280357,-0.6777807053,0
358.55,Japan,OAP - Animal products nec,Singapore,2018,MFN,1.75,5037835383,376998146.5,5241,3.3,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.554549727,9.702243972,8.576339215,3.71941416,0.5185139399,0.414973348,0.2430380487,0
23265.472,Japan,OAP - Animal products nec,Vietnam,2018,MFN,4.13,5037835383,308702086.8,3863,3.3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.366711868,9.702243972,8.489539565,3.586924708,0.5185139399,0.6989700043,0.6159500517,0
42904.496,Japan,"ELE - Computer, electronic and optical products",Australia,2018,MFN,0,5037835383,1428529571,6848,3.3,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.632502805,9.702243972,9.154889235,3.835563752,0.5185139399,0.5440680444,#NUM!,0
286021.077,Japan,"ELE - Computer, electronic and optical products",Canada,2018,MFN,0,5037835383,1725329193,8078,3.3,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.456398038,9.702243972,9.236871971,3.907303849,0.5185139399,0.6232492904,#NUM!,0
120.198,Japan,"ELE - Computer, electronic and optical products",Chile,2018,MFN,0,5037835383,295402652,17332,3.3,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.079897241,9.702243972,8.47041439,4.23884868,0.5185139399,0.1139433523,#NUM!,0
114488.04,Japan,"ELE - Computer, electronic and optical products",India,2018,MFN,0,5037835383,2702929719,5968,3.3,4.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.05876012,9.702243972,9.431834753,3.775828814,0.5185139399,0.69019608,#NUM!,0
4066343.513,Japan,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,0,5037835383,358791513.2,5134,3.3,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.609204064,9.702243972,8.554842162,3.710455864,0.5185139399,0.3802112417,#NUM!,0
1324258.816,Japan,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,0,5037835383,1222408203,10791,3.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.121972873,9.702243972,9.087216256,4.033061693,0.5185139399,0,#NUM!,0
4419.526,Japan,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,0,5037835383,211953111,9346,3.3,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.645375693,9.702243972,8.326239795,3.970625777,0.5185139399,0.3979400087,#NUM!,0
675.992,Japan,"ELE - Computer, electronic and optical products",Peru,2018,MFN,0,5037835383,222597212.9,15501,3.3,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.829941556,9.702243972,8.347519722,4.190359716,0.5185139399,0.1461280357,#NUM!,0
2315024.666,Japan,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,0,5037835383,376998146.5,5241,3.3,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.364555623,9.702243972,8.576339215,3.71941416,0.5185139399,0.414973348,#NUM!,0
2520182.112,Japan,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,0,5037835383,308702086.8,3863,3.3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.401431925,9.702243972,8.489539565,3.586924708,0.5185139399,0.6989700043,#NUM!,0
76221.171,Japan,MVH - Motor vehicles and parts,Australia,2018,MFN,0,5037835383,1428529571,6848,3.3,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.882075617,9.702243972,9.154889235,3.835563752,0.5185139399,0.5440680444,#NUM!,0
56474.436,Japan,MVH - Motor vehicles and parts,Canada,2018,MFN,0,5037835383,1725329193,8078,3.3,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.751851902,9.702243972,9.236871971,3.907303849,0.5185139399,0.6232492904,#NUM!,0
65.13,Japan,MVH - Motor vehicles and parts,Chile,2018,MFN,0,5037835383,295402652,17332,3.3,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.813781078,9.702243972,8.47041439,4.23884868,0.5185139399,0.1139433523,#NUM!,0
221472.336,Japan,MVH - Motor vehicles and parts,India,2018,MFN,0,5037835383,2702929719,5968,3.3,4.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.345319486,9.702243972,9.431834753,3.775828814,0.5185139399,0.69019608,#NUM!,0
73447.041,Japan,MVH - Motor vehicles and parts,Malaysia,2018,MFN,0,5037835383,358791513.2,5134,3.3,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.865974304,9.702243972,8.554842162,3.710455864,0.5185139399,0.3802112417,#NUM!,0
807466.668,Japan,MVH - Motor vehicles and parts,Mexico,2018,MFN,0,5037835383,1222408203,10791,3.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.907124604,9.702243972,9.087216256,4.033061693,0.5185139399,0,#NUM!,0
1020.589,Japan,MVH - Motor vehicles and parts,New Zealand,2018,MFN,0,5037835383,211953111,9346,3.3,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.008850883,9.702243972,8.326239795,3.970625777,0.5185139399,0.3979400087,#NUM!,0
10.958,Japan,MVH - Motor vehicles and parts,Peru,2018,MFN,0,5037835383,222597212.9,15501,3.3,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.039731296,9.702243972,8.347519722,4.190359716,0.5185139399,0.1461280357,#NUM!,0
6224.045,Japan,MVH - Motor vehicles and parts,Singapore,2018,MFN,0,5037835383,376998146.5,5241,3.3,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.794072724,9.702243972,8.576339215,3.71941416,0.5185139399,0.414973348,#NUM!,0
603455.447,Japan,MVH - Motor vehicles and parts,Vietnam,2018,MFN,0,5037835383,308702086.8,3863,3.3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.780645212,9.702243972,8.489539565,3.586924708,0.5185139399,0.6989700043,#NUM!,0
151.935,Peru,OAP - Animal products nec,Australia,2018,MFN,0,222597212.9,1428529571,12854,1.4,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.18165783,8.347519722,9.154889235,4.109038296,0.1461280357,0.5440680444,#NUM!,0
