Imp_Value,Importer,Product,Exporter,Trade_Year,Duty_Type,Simple_Avg_Tariff,GDP_Importer,GDP_Exporter,Distance,NTB_Importer,NTB_Exporter,CPTPP_TC,CPTPP_TD1,CPTPP_TD2,IMP_1,IMP_2,IMP_3,IMP_4,IMP_5,IMP_6,IMP_7,IMP_8,IMP_9,IMP_10,IMP_11,IMP_12,EXP_1,EXP_2,EXP_3,EXP_4,EXP_5,EXP_6,EXP_7,EXP_8,EXP_9,EXP_10,EXP_11,EXP_12,LL,Log_Imports,Log_GDP_Imp,Log_GDP_Exp,Log_Dist,Log_NTB_Imp,Log_NTB_Exp,Log_Tariff,COB
631109.476,Australia,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,0.84,1428529571,1222408203,14359,3.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.800104701,9.154889235,9.087216256,4.157124196,0.5440680444,0,-0.07572071394,0
73062.899,Australia,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,0.86,1428529571,211953111,4157,3.5,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.8636969,9.154889235,8.326239795,3.618780025,0.5440680444,0.3979400087,-0.06550154876,0
596.316,Australia,"ELE - Computer, electronic and optical products",Peru,2018,MFN,0.35,1428529571,222597212.9,12854,3.5,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.775476462,9.154889235,8.347519722,4.109038296,0.5440680444,0.1461280357,-0.4559319556,0
568051.931,Australia,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,0.76,1428529571,376998146.5,4374,3.5,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.75438804,9.154889235,8.576339215,3.640878779,0.5440680444,0.414973348,-0.1191864077,0
1704834.161,Australia,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,0.97,1428529571,308702086.8,5170,3.5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.231682139,9.154889235,8.489539565,3.713490543,0.5440680444,0.6989700043,-0.01322826573,0
11251.216,Australia,MVH - Motor vehicles and parts,Australia,2018,MFN,4.04,1428529571,1428529571,0,3.5,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.051199462,9.154889235,9.154889235,#NUM!,0.5440680444,0.5440680444,0.6063813651,0
77543.229,Australia,MVH - Motor vehicles and parts,Canada,2018,MFN,4.1,1428529571,1725329193,14143,3.5,4.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.889543882,9.154889235,9.236871971,4.150541541,0.5440680444,0.6232492904,0.6127838567,0
3092.177,Australia,MVH - Motor vehicles and parts,Chile,2018,MFN,3.91,1428529571,295402652,12726,3.5,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.490264346,9.154889235,8.47041439,4.104691919,0.5440680444,0.1139433523,0.5921767574,0
137110.362,Australia,MVH - Motor vehicles and parts,India,2018,MFN,3.7,1428529571,2702929719,7809,3.5,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.137070277,9.154889235,9.431834753,3.892595423,0.5440680444,0.69019608,0.5682017241,0
8447394.196,Australia,MVH - Motor vehicles and parts,Japan,2018,MFN,4.15,1428529571,5037835383,6848,3.5,3.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.926722761,9.154889235,9.702243972,3.835563752,0.5440680444,0.5185139399,0.6180480967,0
37420.329,Australia,MVH - Motor vehicles and parts,Malaysia,2018,MFN,4.03,1428529571,358791513.2,4743,3.5,2.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.573107602,9.154889235,8.554842162,3.676053125,0.5440680444,0.3802112417,0.6053050461,0
478833.513,Australia,MVH - Motor vehicles and parts,Mexico,2018,MFN,4.13,1428529571,1222408203,14359,3.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.680184539,9.154889235,9.087216256,4.157124196,0.5440680444,0,0.6159500517,0
62707.312,Australia,MVH - Motor vehicles and parts,New Zealand,2018,MFN,3.98,1428529571,211953111,4157,3.5,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.797318185,9.154889235,8.326239795,3.618780025,0.5440680444,0.3979400087,0.5998830721,0
307.22,Australia,MVH - Motor vehicles and parts,Peru,2018,MFN,4.17,1428529571,222597212.9,12854,3.5,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.487449485,9.154889235,8.347519722,4.109038296,0.5440680444,0.1461280357,0.620136055,0
30267.225,Australia,MVH - Motor vehicles and parts,Singapore,2018,MFN,3.89,1428529571,376998146.5,4374,3.5,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.480972605,9.154889235,8.576339215,3.640878779,0.5440680444,0.414973348,0.5899496013,0
18259.816,Australia,MVH - Motor vehicles and parts,Vietnam,2018,MFN,3.98,1428529571,308702086.8,5170,3.5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.261496397,9.154889235,8.489539565,3.713490543,0.5440680444,0.6989700043,0.5998830721,0
186.202,Brunei,OAP - Animal products nec,Australia,2018,MFN,0,13567351.18,1428529571,3899,2.4,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.269984341,7.132495067,9.154889235,3.590953235,0.3802112417,0.5440680444,#NUM!,0
1.087,Brunei,OAP - Animal products nec,India,2018,MFN,0,13567351.18,2702929719,4346,2.4,4.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03622954409,7.132495067,9.431834753,3.638089722,0.3802112417,0.69019608,#NUM!,0
1.525,Brunei,OAP - Animal products nec,Japan,2018,MFN,0,13567351.18,5037835383,4262,2.4,3.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1832698437,7.132495067,9.702243972,3.629613445,0.3802112417,0.5185139399,#NUM!,0
5708.3,Brunei,OAP - Animal products nec,Malaysia,2018,MFN,0,13567351.18,358791513.2,1416,2.4,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.756506789,7.132495067,8.554842162,3.151063253,0.3802112417,0.3802112417,#NUM!,0
0.615,Brunei,OAP - Animal products nec,New Zealand,2018,MFN,0,13567351.18,211953111,7906,2.4,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.2111248842,7.132495067,8.326239795,3.89795681,0.3802112417,0.3979400087,#NUM!,0
9.343,Brunei,OAP - Animal products nec,Singapore,2018,MFN,0,13567351.18,376998146.5,1279,2.4,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9704863488,7.132495067,8.576339215,3.106870544,0.3802112417,0.414973348,#NUM!,0
784.137,Brunei,"ELE - Computer, electronic and optical products",Australia,2018,MFN,0.09,13567351.18,1428529571,3899,2.4,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.894391947,7.132495067,9.154889235,3.590953235,0.3802112417,0.5440680444,-1.045757491,0
859.428,Brunei,"ELE - Computer, electronic and optical products",Canada,2018,MFN,0.05,13567351.18,1725329193,12299,2.4,4.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.934209499,7.132495067,9.236871971,4.089869802,0.3802112417,0.6232492904,-1.301029996,0
0.822,Brunei,"ELE - Computer, electronic and optical products",Chile,2018,MFN,0,13567351.18,295402652,16483,2.4,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.08512818246,7.132495067,8.47041439,4.217036259,0.3802112417,0.1139433523,#NUM!,0
1040.543,Brunei,"ELE - Computer, electronic and optical products",India,2018,MFN,0.06,13567351.18,2702929719,4346,2.4,4.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.017260032,7.132495067,9.431834753,3.638089722,0.3802112417,0.69019608,-1.22184875,0
1476.631,Brunei,"ELE - Computer, electronic and optical products",Japan,2018,MFN,0.07,13567351.18,5037835383,4262,2.4,3.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.169271982,7.132495067,9.702243972,3.629613445,0.3802112417,0.5185139399,-1.15490196,0
19422.589,Brunei,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,0.05,13567351.18,358791513.2,1416,2.4,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.28830712,7.132495067,8.554842162,3.151063253,0.3802112417,0.3802112417,-1.301029996,0
457.584,Brunei,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,0.04,13567351.18,1222408203,14893,2.4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.66047083,7.132495067,9.087216256,4.17298219,0.3802112417,0,-1.397940009,0
18.529,Brunei,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,0.08,13567351.18,211953111,7906,2.4,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.267851981,7.132495067,8.326239795,3.89795681,0.3802112417,0.3979400087,-1.096910013,0
39362.173,Brunei,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,0.04,13567351.18,376998146.5,1279,2.4,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.595079066,7.132495067,8.576339215,3.106870544,0.3802112417,0.414973348,-1.397940009,0
1819.932,Brunei,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,0,13567351.18,308702086.8,1269,2.4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.260055161,7.132495067,8.489539565,3.103461622,0.3802112417,0.6989700043,#NUM!,0
150.555,Brunei,MVH - Motor vehicles and parts,Australia,2018,MFN,0,13567351.18,1428529571,3899,2.4,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.177695183,7.132495067,9.154889235,3.590953235,0.3802112417,0.5440680444,#NUM!,0
28.159,Brunei,MVH - Motor vehicles and parts,Canada,2018,MFN,0,13567351.18,1725329193,12299,2.4,4.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.449617228,7.132495067,9.236871971,4.089869802,0.3802112417,0.6232492904,#NUM!,0
0.541,Brunei,MVH - Motor vehicles and parts,Chile,2018,MFN,0,13567351.18,295402652,16483,2.4,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2668027349,7.132495067,8.47041439,4.217036259,0.3802112417,0.1139433523,#NUM!,0
11864.581,Brunei,MVH - Motor vehicles and parts,India,2018,MFN,0,13567351.18,2702929719,4346,2.4,4.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.074252406,7.132495067,9.431834753,3.638089722,0.3802112417,0.69019608,#NUM!,0
65421.73,Brunei,MVH - Motor vehicles and parts,Japan,2018,MFN,0.13,13567351.18,5037835383,4262,2.4,3.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.815722024,7.132495067,9.702243972,3.629613445,0.3802112417,0.5185139399,-0.8860566477,0
3052.057,Brunei,MVH - Motor vehicles and parts,Malaysia,2018,MFN,0.17,13567351.18,358791513.2,1416,2.4,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.48459264,7.132495067,8.554842162,3.151063253,0.3802112417,0.3802112417,-0.7695510786,0
872.003,Brunei,MVH - Motor vehicles and parts,Mexico,2018,MFN,0.31,13567351.18,1222408203,14893,2.4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.940517979,7.132495067,9.087216256,4.17298219,0.3802112417,0,-0.5086383062,0
5.897,Brunei,MVH - Motor vehicles and parts,New Zealand,2018,MFN,0,13567351.18,211953111,7906,2.4,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7706311278,7.132495067,8.326239795,3.89795681,0.3802112417,0.3979400087,#NUM!,0
2954.822,Brunei,MVH - Motor vehicles and parts,Singapore,2018,MFN,0.19,13567351.18,376998146.5,1279,2.4,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.470531324,7.132495067,8.576339215,3.106870544,0.3802112417,0.414973348,-0.721246399,0
39.445,Brunei,MVH - Motor vehicles and parts,Vietnam,2018,MFN,0.28,13567351.18,308702086.8,1269,2.4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.59599196,7.132495067,8.489539565,3.103461622,0.3802112417,0.6989700043,-0.5528419687,0
12066.19,Canada,OAP - Animal products nec,Australia,2018,MFN,0.18,1725329193,1428529571,14143,4.2,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.08157016,9.236871971,9.154889235,4.150541541,0.6232492904,0.5440680444,-0.7447274949,0
453.236,Canada,OAP - Animal products nec,Canada,2018,MFN,0,1725329193,1725329193,0,4.2,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.656324398,9.236871971,9.236871971,#NUM!,0.6232492904,0.6232492904,#NUM!,0
848.008,Canada,OAP - Animal products nec,Chile,2018,MFN,0.29,1725329193,295402652,10719,4.2,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.928399949,9.236871971,8.47041439,4.030154271,0.6232492904,0.1139433523,-0.5376020021,0
3212.94,Canada,OAP - Animal products nec,India,2018,MFN,0,1725329193,2702929719,11462,4.2,4.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.506902615,9.236871971,9.431834753,4.059260404,0.6232492904,0.69019608,#NUM!,0
15.151,Canada,OAP - Animal products nec,Japan,2018,MFN,1.22,1725329193,5037835383,8078,4.2,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.180441298,9.236871971,9.702243972,3.907303849,0.6232492904,0.5185139399,0.08635983067,0
67.875,Canada,OAP - Animal products nec,Malaysia,2018,MFN,1.22,1725329193,358791513.2,12819,4.2,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.831709843,9.236871971,8.554842162,4.107854148,0.6232492904,0.3802112417,0.08635983067,0
2316.829,Canada,OAP - Animal products nec,Mexico,2018,MFN,0.25,1725329193,1222408203,3604,4.2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.364893981,9.236871971,9.087216256,3.556784782,0.6232492904,0,-0.6020599913,0
18034.58,Canada,OAP - Animal products nec,New Zealand,2018,MFN,1.57,1725329193,211953111,13056,4.2,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.256106033,9.236871971,8.326239795,4.115810141,0.6232492904,0.3979400087,0.1958996524,0
76.378,Canada,OAP - Animal products nec,Peru,2018,MFN,0,1725329193,222597212.9,7815,4.2,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.882968282,9.236871971,8.347519722,3.892928982,0.6232492904,0.1461280357,#NUM!,0
58.397,Canada,OAP - Animal products nec,Singapore,2018,MFN,2.6,1725329193,376998146.5,13060,4.2,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.766390537,9.236871971,8.576339215,4.115943177,0.6232492904,0.414973348,0.414973348,0
707.806,Canada,OAP - Animal products nec,Vietnam,2018,MFN,1.44,1725329193,308702086.8,11565,4.2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.84991424,9.236871971,8.489539565,4.063145637,0.6232492904,0.6989700043,0.1583624921,0
50314.231,Canada,"ELE - Computer, electronic and optical products",Australia,2018,MFN,0.84,1725329193,1428529571,14143,4.2,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.701690839,9.236871971,9.154889235,4.150541541,0.6232492904,0.5440680444,-0.07572071394,0
1.73,Canada,"ELE - Computer, electronic and optical products",Brunei,2018,MFN,0.82,1725329193,13567351.18,12299,4.2,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2380461031,9.236871971,7.132495067,4.089869802,0.6232492904,0.3802112417,-0.08618614762,0
358655.076,Canada,"ELE - Computer, electronic and optical products",Canada,2018,MFN,1.04,1725329193,1725329193,0,4.2,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.554676982,9.236871971,9.236871971,#NUM!,0.6232492904,0.6232492904,0.0170333393,0
467.42,Canada,"ELE - Computer, electronic and optical products",Chile,2018,MFN,0.77,1725329193,295402652,10719,4.2,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.669707291,9.236871971,8.47041439,4.030154271,0.6232492904,0.1139433523,-0.1135092748,0
66619.684,Canada,"ELE - Computer, electronic and optical products",India,2018,MFN,1.02,1725329193,2702929719,11462,4.2,4.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.823602568,9.236871971,9.431834753,4.059260404,0.6232492904,0.69019608,0.008600171762,0
1279478.8,Canada,"ELE - Computer, electronic and optical products",Japan,2018,MFN,0.99,1725329193,5037835383,8078,4.2,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.107033094,9.236871971,9.702243972,3.907303849,0.6232492904,0.5185139399,-0.004364805402,0
1068162.711,Canada,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,0.89,1725329193,358791513.2,12819,4.2,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.028637413,9.236871971,8.554842162,4.107854148,0.6232492904,0.3802112417,-0.05060999336,0
4056507.742,Canada,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,0.8,1725329193,1222408203,3604,4.2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.608152309,9.236871971,9.087216256,3.556784782,0.6232492904,0,-0.09691001301,0
11199.826,Canada,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,0.52,1725329193,211953111,13056,4.2,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.049211276,9.236871971,8.326239795,4.115810141,0.6232492904,0.3979400087,-0.2839966564,0
71.756,Canada,"ELE - Computer, electronic and optical products",Peru,2018,MFN,1.06,1725329193,222597212.9,7815,4.2,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.855858221,9.236871971,8.347519722,3.892928982,0.6232492904,0.1461280357,0.02530586526,0
262657.79,Canada,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,0.59,1725329193,376998146.5,13060,4.2,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.419390286,9.236871971,8.576339215,4.115943177,0.6232492904,0.414973348,-0.2291479884,0
941610.525,Canada,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,0.96,1725329193,308702086.8,11565,4.2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.973871304,9.236871971,8.489539565,4.063145637,0.6232492904,0.6989700043,-0.01772876696,0
14456.543,Canada,MVH - Motor vehicles and parts,Australia,2018,MFN,3.07,1725329193,1428529571,14143,4.2,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.160064452,9.236871971,9.154889235,4.150541541,0.6232492904,0.5440680444,0.4871383755,0
0.301,Canada,MVH - Motor vehicles and parts,Brunei,2018,MFN,3.39,1725329193,13567351.18,12299,4.2,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5214335044,9.236871971,7.132495067,4.089869802,0.6232492904,0.3802112417,0.5301996982,0
212877.245,Canada,MVH - Motor vehicles and parts,Canada,2018,MFN,3.97,1725329193,1725329193,0,4.2,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.328129241,9.236871971,9.236871971,#NUM!,0.6232492904,0.6232492904,0.5987905068,0
1889.048,Canada,MVH - Motor vehicles and parts,Chile,2018,MFN,2.84,1725329193,295402652,10719,4.2,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.276242993,9.236871971,8.47041439,4.030154271,0.6232492904,0.1139433523,0.45331834,0
371737.041,Canada,MVH - Motor vehicles and parts,India,2018,MFN,2.89,1725329193,2702929719,11462,4.2,4.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.570235838,9.236871971,9.431834753,4.059260404,0.6232492904,0.69019608,0.4608978428,0
4773402.757,Canada,MVH - Motor vehicles and parts,Japan,2018,MFN,3.57,1725329193,5037835383,8078,4.2,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.67882808,9.236871971,9.702243972,3.907303849,0.6232492904,0.5185139399,0.5526682161,0
1796.151,Canada,MVH - Motor vehicles and parts,Malaysia,2018,MFN,2.76,1725329193,358791513.2,12819,4.2,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.254342844,9.236871971,8.554842162,4.107854148,0.6232492904,0.3802112417,0.4409090821,0
10309072.25,Canada,MVH - Motor vehicles and parts,Mexico,2018,MFN,3.98,1725329193,1222408203,3604,4.2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.013219583,9.236871971,9.087216256,3.556784782,0.6232492904,0,0.5998830721,0
626.1,Canada,MVH - Motor vehicles and parts,New Zealand,2018,MFN,3.45,1725329193,211953111,13056,4.2,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.796643704,9.236871971,8.326239795,4.115810141,0.6232492904,0.3979400087,0.5378190951,0
177.059,Canada,MVH - Motor vehicles and parts,Peru,2018,MFN,2.3,1725329193,222597212.9,7815,4.2,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.248118007,9.236871971,8.347519722,3.892928982,0.6232492904,0.1461280357,0.361727836,0
2219.653,Canada,MVH - Motor vehicles and parts,Singapore,2018,MFN,2.81,1725329193,376998146.5,13060,4.2,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.346285086,9.236871971,8.576339215,4.115943177,0.6232492904,0.414973348,0.4487063199,0
21791.23,Canada,MVH - Motor vehicles and parts,Vietnam,2018,MFN,3.48,1725329193,308702086.8,11565,4.2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.338281745,9.236871971,8.489539565,4.063145637,0.6232492904,0.6989700043,0.5415792439,0
26.734,Chile,OAP - Animal products nec,Australia,2018,MFN,6,295402652,1428529571,12726,1.3,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.427063944,8.47041439,9.154889235,4.104691919,0.1139433523,0.5440680444,0.7781512504,0
3299.875,Chile,OAP - Animal products nec,Canada,2018,MFN,6,295402652,1725329193,10719,1.3,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.518497489,8.47041439,9.236871971,4.030154271,0.1139433523,0.6232492904,0.7781512504,0
53.381,Chile,OAP - Animal products nec,Chile,2018,MFN,6,295402652,295402652,0,1.3,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.727386705,8.47041439,8.47041439,#NUM!,0.1139433523,0.1139433523,0.7781512504,0
0.481,Chile,OAP - Animal products nec,India,2018,MFN,6,295402652,2702929719,16681,1.3,4.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3178549236,8.47041439,9.431834753,4.222222082,0.1139433523,0.69019608,0.7781512504,0
55.2,Chile,OAP - Animal products nec,Mexico,2018,MFN,6,295402652,1222408203,7353,1.3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.741939078,8.47041439,9.087216256,3.866464566,0.1139433523,0,0.7781512504,0
23.268,Chile,OAP - Animal products nec,New Zealand,2018,MFN,6,295402652,211953111,9625,1.3,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.366759055,8.47041439,8.326239795,3.983400738,0.1139433523,0.3979400087,0.7781512504,0
3.239,Chile,OAP - Animal products nec,Peru,2018,MFN,6,295402652,222597212.9,2964,1.3,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.510410948,8.47041439,8.347519722,3.471878199,0.1139433523,0.1461280357,0.7781512504,1
