Imp_Value,Importer,Product,Exporter,Trade_Year,Duty_Type,Simple_Avg_Tariff,GDP_Importer,GDP_Exporter,Distance,NTB_Importer,NTB_Exporter,CPTPP_TC,CPTPP_TD1,CPTPP_TD2,IMP_1,IMP_2,IMP_3,IMP_4,IMP_5,IMP_6,IMP_7,IMP_8,IMP_9,IMP_10,IMP_11,IMP_12,EXP_1,EXP_2,EXP_3,EXP_4,EXP_5,EXP_6,EXP_7,EXP_8,EXP_9,EXP_10,EXP_11,EXP_12,LL,COB
4004098.646,India,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,5.57,2702929719,308702086.8,3194,4.9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2326.042,India,MVH - Motor vehicles and parts,Australia,2018,MFN,19.97,2702929719,1428529571,7809,4.9,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65013.93,India,MVH - Motor vehicles and parts,Canada,2018,MFN,14.89,2702929719,1725329193,11462,4.9,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.914,India,MVH - Motor vehicles and parts,Chile,2018,MFN,10,2702929719,295402652,16681,4.9,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
914319.495,India,MVH - Motor vehicles and parts,Japan,2018,MFN,31.88,2702929719,5037835383,5968,4.9,3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12808.689,India,MVH - Motor vehicles and parts,Malaysia,2018,MFN,29.78,2702929719,358791513.2,3081,4.9,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
156998.939,India,MVH - Motor vehicles and parts,Mexico,2018,MFN,9.52,2702929719,1222408203,15108,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21.697,India,MVH - Motor vehicles and parts,New Zealand,2018,MFN,48.33,2702929719,211953111,11963,4.9,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.369,India,MVH - Motor vehicles and parts,Peru,2018,MFN,10,2702929719,222597212.9,16941,4.9,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
374108.213,India,MVH - Motor vehicles and parts,Singapore,2018,MFN,28.76,2702929719,376998146.5,3440,4.9,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46459.55,India,MVH - Motor vehicles and parts,Vietnam,2018,MFN,9.62,2702929719,308702086.8,3194,4.9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,India,MVH - Motor vehicles and parts,Brunei,2018,MFN,0,2702929719,13567351.18,4346,4.9,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25290.373,Japan,OAP - Animal products nec,Australia,2018,MFN,3.97,5037835383,1428529571,6848,3.3,3.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31403.531,Japan,OAP - Animal products nec,Canada,2018,MFN,3.28,5037835383,1725329193,8078,3.3,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
249.788,Japan,OAP - Animal products nec,Chile,2018,MFN,8.68,5037835383,295402652,17332,3.3,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10924.26,Japan,OAP - Animal products nec,India,2018,MFN,4.84,5037835383,2702929719,5968,3.3,4.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1256.778,Japan,OAP - Animal products nec,Malaysia,2018,MFN,0.88,5037835383,358791513.2,5134,3.3,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5075.377,Japan,OAP - Animal products nec,Mexico,2018,MFN,4.56,5037835383,1222408203,10791,3.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32141.034,Japan,OAP - Animal products nec,New Zealand,2018,MFN,3.09,5037835383,211953111,9346,3.3,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
885.851,Japan,OAP - Animal products nec,Peru,2018,MFN,0.21,5037835383,222597212.9,15501,3.3,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
358.55,Japan,OAP - Animal products nec,Singapore,2018,MFN,1.75,5037835383,376998146.5,5241,3.3,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23265.472,Japan,OAP - Animal products nec,Vietnam,2018,MFN,4.13,5037835383,308702086.8,3863,3.3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,Japan,OAP - Animal products nec,Brunei,2018,MFN,0,5037835383,13567351.18,4262,3.3,2.4,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42904.496,Japan,"ELE - Computer, electronic and optical products",Australia,2018,MFN,0,5037835383,1428529571,6848,3.3,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286021.077,Japan,"ELE - Computer, electronic and optical products",Canada,2018,MFN,0,5037835383,1725329193,8078,3.3,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120.198,Japan,"ELE - Computer, electronic and optical products",Chile,2018,MFN,0,5037835383,295402652,17332,3.3,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114488.04,Japan,"ELE - Computer, electronic and optical products",India,2018,MFN,0,5037835383,2702929719,5968,3.3,4.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4066343.513,Japan,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,0,5037835383,358791513.2,5134,3.3,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1324258.816,Japan,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,0,5037835383,1222408203,10791,3.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4419.526,Japan,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,0,5037835383,211953111,9346,3.3,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
675.992,Japan,"ELE - Computer, electronic and optical products",Peru,2018,MFN,0,5037835383,222597212.9,15501,3.3,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2315024.666,Japan,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,0,5037835383,376998146.5,5241,3.3,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2520182.112,Japan,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,0,5037835383,308702086.8,3863,3.3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,Japan,"ELE - Computer, electronic and optical products",Brunei,2018,MFN,0,5037835383,13567351.18,4262,3.3,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76221.171,Japan,MVH - Motor vehicles and parts,Australia,2018,MFN,0,5037835383,1428529571,6848,3.3,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56474.436,Japan,MVH - Motor vehicles and parts,Canada,2018,MFN,0,5037835383,1725329193,8078,3.3,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65.13,Japan,MVH - Motor vehicles and parts,Chile,2018,MFN,0,5037835383,295402652,17332,3.3,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221472.336,Japan,MVH - Motor vehicles and parts,India,2018,MFN,0,5037835383,2702929719,5968,3.3,4.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73447.041,Japan,MVH - Motor vehicles and parts,Malaysia,2018,MFN,0,5037835383,358791513.2,5134,3.3,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
807466.668,Japan,MVH - Motor vehicles and parts,Mexico,2018,MFN,0,5037835383,1222408203,10791,3.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1020.589,Japan,MVH - Motor vehicles and parts,New Zealand,2018,MFN,0,5037835383,211953111,9346,3.3,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.958,Japan,MVH - Motor vehicles and parts,Peru,2018,MFN,0,5037835383,222597212.9,15501,3.3,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6224.045,Japan,MVH - Motor vehicles and parts,Singapore,2018,MFN,0,5037835383,376998146.5,5241,3.3,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
603455.447,Japan,MVH - Motor vehicles and parts,Vietnam,2018,MFN,0,5037835383,308702086.8,3863,3.3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,Japan,MVH - Motor vehicles and parts,Brunei,2018,MFN,0,5037835383,13567351.18,4262,3.3,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151.935,Peru,OAP - Animal products nec,Australia,2018,MFN,0,222597213,1428529571,12854,1.4,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2544.767,Peru,OAP - Animal products nec,Canada,2018,MFN,0,222597213,1725329193,7815,1.4,4.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
663.979,Peru,OAP - Animal products nec,Chile,2018,MFN,0,222597213,295402652,2964,1.4,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,Peru,OAP - Animal products nec,Brunei,2018,MFN,0,222597213,13567351.18,18810,1.4,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,Peru,OAP - Animal products nec,Japan,2018,MFN,0,222597213,5037835383,15501,1.4,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,Peru,OAP - Animal products nec,Malaysia,2018,MFN,0,222597213,358791513.2,19020,1.4,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,Peru,OAP - Animal products nec,India,2018,MFN,0,222597213,2702929719,16941,1.4,4.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,Peru,OAP - Animal products nec,Singapore,2018,MFN,0,222597213,376998146.5,19122,1.4,2.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,Peru,OAP - Animal products nec,Vietnam,2018,MFN,0,222597213,308702086.8,19354,1.4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,Peru,OAP - Animal products nec,New Zealand,2018,MFN,0,222597213,211953111,10972,1.4,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.595,Peru,OAP - Animal products nec,Mexico,2018,MFN,6,222597213,1222408203,4708,1.4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10732.848,Peru,"ELE - Computer, electronic and optical products",Australia,2018,MFN,0.58,222597213,1428529571,12854,1.4,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20306.421,Peru,"ELE - Computer, electronic and optical products",Canada,2018,MFN,0.47,222597213,1725329193,7815,1.4,4.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3362.334,Peru,"ELE - Computer, electronic and optical products",Chile,2018,MFN,0.43,222597213,295402652,2964,1.4,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11386.107,Peru,"ELE - Computer, electronic and optical products",India,2018,MFN,0.6,222597213,2702929719,16941,1.4,4.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45988.08,Peru,"ELE - Computer, electronic and optical products",Japan,2018,MFN,1,222597213,5037835383,15501,1.4,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59601.804,Peru,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,0.81,222597213,358791513.2,19020,1.4,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
542289.976,Peru,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,0.75,222597213,1222408203,4708,1.4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
249.924,Peru,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,0.2,222597213,211953111,10972,1.4,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.215,Peru,"ELE - Computer, electronic and optical products",Peru,2018,MFN,0,222597213,222597212.9,0,1.4,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16350.321,Peru,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,0.62,222597213,376998146.5,19122,1.4,2.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74333.956,Peru,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,1.23,222597213,308702086.8,19354,1.4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
856.842,Peru,MVH - Motor vehicles and parts,Australia,2018,MFN,0,222597213,1428529571,12854,1.4,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11191.043,Peru,MVH - Motor vehicles and parts,Canada,2018,MFN,0.8,222597213,1725329193,7815,1.4,4.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9320.001,Peru,MVH - Motor vehicles and parts,Chile,2018,MFN,0.48,222597213,295402652,2964,1.4,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
173947.935,Peru,MVH - Motor vehicles and parts,India,2018,MFN,0.63,222597213,2702929719,16941,1.4,4.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
442219.046,Peru,MVH - Motor vehicles and parts,Japan,2018,MFN,0.8,222597213,5037835383,15501,1.4,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
915.295,Peru,MVH - Motor vehicles and parts,Malaysia,2018,MFN,0,222597213,358791513.2,19020,1.4,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
338963.633,Peru,MVH - Motor vehicles and parts,Mexico,2018,MFN,0.88,222597213,1222408203,4708,1.4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105.504,Peru,MVH - Motor vehicles and parts,New Zealand,2018,MFN,1.2,222597213,211953111,10972,1.4,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.98,Peru,MVH - Motor vehicles and parts,Peru,2018,MFN,0,222597213,222597212.9,0,1.4,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
473.127,Peru,MVH - Motor vehicles and parts,Singapore,2018,MFN,0,222597213,376998146.5,19122,1.4,2.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66.892,Peru,MVH - Motor vehicles and parts,Vietnam,2018,MFN,0,222597213,308702086.8,19354,1.4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4650.799,Vietnam,OAP - Animal products nec,Australia,2018,MFN,3.04,308702087,1428529571,5170,5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23765.788,Vietnam,OAP - Animal products nec,Canada,2018,MFN,1.56,308702087,1725329193,11565,5,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
188.75,Vietnam,OAP - Animal products nec,Chile,2018,MFN,0,308702087,295402652,17600,5,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221.028,Vietnam,OAP - Animal products nec,India,2018,MFN,2.71,308702087,2702929719,3194,5,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5547.043,Vietnam,OAP - Animal products nec,Japan,2018,MFN,3.78,308702087,5037835383,3863,5,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19560.057,Vietnam,OAP - Animal products nec,Malaysia,2018,MFN,4.88,308702087,358791513.2,1298,5,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1947.345,Vietnam,OAP - Animal products nec,New Zealand,2018,MFN,3.07,308702087,211953111,9158,5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32.526,Vietnam,OAP - Animal products nec,Peru,2018,MFN,0,308702087,222597212.9,19354,5,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138.315,Vietnam,OAP - Animal products nec,Singapore,2018,MFN,14.64,308702087,376998146.5,1488,5,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,Vietnam,OAP - Animal products nec,Brunei,2018,MFN,0,308702087,13567351.18,1269,5,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,Vietnam,OAP - Animal products nec,Mexico,2018,MFN,0,308702087,1222408203,14639,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15991.534,Vietnam,"ELE - Computer, electronic and optical products",Australia,2018,MFN,3.12,308702087,1428529571,5170,5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
371.62,Vietnam,"ELE - Computer, electronic and optical products",Brunei,2018,MFN,0.48,308702087,13567351.18,1269,5,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20506.904,Vietnam,"ELE - Computer, electronic and optical products",Canada,2018,MFN,3.15,308702087,1725329193,11565,5,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.999,Vietnam,"ELE - Computer, electronic and optical products",Chile,2018,MFN,0,308702087,295402652,17600,5,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64034.309,Vietnam,"ELE - Computer, electronic and optical products",India,2018,MFN,3.12,308702087,2702929719,3194,5,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2785266.689,Vietnam,"ELE - Computer, electronic and optical products",Japan,2018,MFN,3.99,308702087,5037835383,3863,5,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1716526.464,Vietnam,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,3.5,308702087,358791513.2,1298,5,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3922.494,Vietnam,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,3.44,308702087,211953111,9158,5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3691370.146,Vietnam,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,5.33,308702087,376998146.5,1488,5,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,Vietnam,"ELE - Computer, electronic and optical products",Peru,2018,MFN,0,308702087,222597212.9,19354,5,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,Vietnam,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,0,308702087,1222408203,14639,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
931.439,Vietnam,MVH - Motor vehicles and parts,Australia,2018,MFN,15.86,308702087,1428529571,5170,5,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.747,Vietnam,MVH - Motor vehicles and parts,Brunei,2018,MFN,12.77,308702087,13567351.18,1269,5,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4804.613,Vietnam,MVH - Motor vehicles and parts,Canada,2018,MFN,23.55,308702087,1725329193,11565,5,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179499.964,Vietnam,MVH - Motor vehicles and parts,India,2018,MFN,18.25,308702087,2702929719,3194,5,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
801734.178,Vietnam,MVH - Motor vehicles and parts,Japan,2018,MFN,21.5,308702087,5037835383,3863,5,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18452.493,Vietnam,MVH - Motor vehicles and parts,Malaysia,2018,MFN,19.14,308702087,358791513.2,1298,5,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37.211,Vietnam,MVH - Motor vehicles and parts,New Zealand,2018,MFN,13.62,308702087,211953111,9158,5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42162.596,Vietnam,MVH - Motor vehicles and parts,Singapore,2018,MFN,19.44,308702087,376998146.5,1488,5,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,Vietnam,MVH - Motor vehicles and parts,Chile,2018,MFN,0,308702087,295402652,17600,5,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,Vietnam,MVH - Motor vehicles and parts,Mexico,2018,MFN,0,308702087,1222408203,14639,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,Vietnam,MVH - Motor vehicles and parts,Peru,2018,MFN,0,308702087,222597212.9,19354,5,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,Malaysia,OAP - Animal products nec,Australia,2018,MFN,0,308702087,1428529571,4743,2.4,3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Malaysia,OAP - Animal products nec,Brunei,2018,MFN,0,308702087,13567351.18,1416,2.4,2.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,Malaysia,OAP - Animal products nec,Canada,2018,MFN,0,308702087,1725329193,12819,2.4,4.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,Malaysia,OAP - Animal products nec,Chile,2018,MFN,0,308702087,295402652,16458,2.4,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,Malaysia,OAP - Animal products nec,India,2018,MFN,0,308702087,2702929719,3081,2.4,4.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,Malaysia,OAP - Animal products nec,Japan,2018,MFN,0,308702087,5037835383,5134,2.4,3.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,Malaysia,OAP - Animal products nec,Mexico,2018,MFN,0,308702087,1222408203,15924,2.4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,Malaysia,OAP - Animal products nec,Peru,2018,MFN,0,308702087,222597212.9,19020,2.4,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
