Imp_Value,Importer,Product,Exporter,Trade_Year,Duty_Type,Simple_Avg_Tariff,GDP_Importer,GDP_Exporter,Distance,NTB_Importer,NTB_Exporter,CPTPP_TC,CPTPP_TD1,CPTPP_TD2,IMP_1,IMP_2,IMP_3,IMP_4,IMP_5,IMP_6,IMP_7,IMP_8,IMP_9,IMP_10,IMP_11,IMP_12,EXP_1,EXP_2,EXP_3,EXP_4,EXP_5,EXP_6,EXP_7,EXP_8,EXP_9,EXP_10,EXP_11,EXP_12,LL,COB
9.343,Brunei,OAP - Animal products nec,Singapore,2018,MFN,0,13567351.2,376998146.5,1279,2.4,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,Brunei,OAP - Animal products nec,Brunei,2018,MFN,0,13567351.2,13567351.18,0,2.4,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,Brunei,OAP - Animal products nec,Canada,2018,MFN,0,13567351.2,1725329193,12299,2.4,4.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,Brunei,OAP - Animal products nec,Chile,2018,MFN,0,13567351.2,295402652,16483,2.4,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,Brunei,OAP - Animal products nec,Mexico,2018,MFN,0,13567351.2,1222408203,14893,2.4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,Brunei,OAP - Animal products nec,Peru,2018,MFN,0,13567351.2,222597212.9,18810,2.4,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
784.137,Brunei,"ELE - Computer, electronic and optical products",Australia,2018,MFN,0.09,13567351.2,1428529571,3899,2.4,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
859.428,Brunei,"ELE - Computer, electronic and optical products",Canada,2018,MFN,0.05,13567351.2,1725329193,12299,2.4,4.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.822,Brunei,"ELE - Computer, electronic and optical products",Chile,2018,MFN,0,13567351.2,295402652,16483,2.4,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1040.543,Brunei,"ELE - Computer, electronic and optical products",India,2018,MFN,0.06,13567351.2,2702929719,4346,2.4,4.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1476.631,Brunei,"ELE - Computer, electronic and optical products",Japan,2018,MFN,0.07,13567351.2,5037835383,4262,2.4,3.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19422.589,Brunei,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,0.05,13567351.2,358791513.2,1416,2.4,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
457.584,Brunei,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,0.04,13567351.2,1222408203,14893,2.4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18.529,Brunei,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,0.08,13567351.2,211953111,7906,2.4,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39362.173,Brunei,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,0.04,13567351.2,376998146.5,1279,2.4,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1819.932,Brunei,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,0,13567351.2,308702086.8,1269,2.4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,Brunei,"ELE - Computer, electronic and optical products",Peru,2018,MFN,0,13567351.2,222597212.9,18810,2.4,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150.555,Brunei,MVH - Motor vehicles and parts,Australia,2018,MFN,0,13567351.2,1428529571,3899,2.4,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28.159,Brunei,MVH - Motor vehicles and parts,Canada,2018,MFN,0,13567351.2,1725329193,12299,2.4,4.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.541,Brunei,MVH - Motor vehicles and parts,Chile,2018,MFN,0,13567351.2,295402652,16483,2.4,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11864.581,Brunei,MVH - Motor vehicles and parts,India,2018,MFN,0,13567351.2,2702929719,4346,2.4,4.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65421.73,Brunei,MVH - Motor vehicles and parts,Japan,2018,MFN,0.13,13567351.2,5037835383,4262,2.4,3.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3052.057,Brunei,MVH - Motor vehicles and parts,Malaysia,2018,MFN,0.17,13567351.2,358791513.2,1416,2.4,2.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
872.003,Brunei,MVH - Motor vehicles and parts,Mexico,2018,MFN,0.31,13567351.2,1222408203,14893,2.4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.897,Brunei,MVH - Motor vehicles and parts,New Zealand,2018,MFN,0,13567351.2,211953111,7906,2.4,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2954.822,Brunei,MVH - Motor vehicles and parts,Singapore,2018,MFN,0.19,13567351.2,376998146.5,1279,2.4,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39.445,Brunei,MVH - Motor vehicles and parts,Vietnam,2018,MFN,0.28,13567351.2,308702086.8,1269,2.4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,Brunei,MVH - Motor vehicles and parts,Peru,2018,MFN,0,13567351.2,222597212.9,18810,2.4,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12066.19,Canada,OAP - Animal products nec,Australia,2018,MFN,0.18,1725329193,1428529571,14143,4.2,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
453.236,Canada,OAP - Animal products nec,Canada,2018,MFN,0,1725329193,1725329193,0,4.2,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
848.008,Canada,OAP - Animal products nec,Chile,2018,MFN,0.29,1725329193,295402652,10719,4.2,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3212.94,Canada,OAP - Animal products nec,India,2018,MFN,0,1725329193,2702929719,11462,4.2,4.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.151,Canada,OAP - Animal products nec,Japan,2018,MFN,1.22,1725329193,5037835383,8078,4.2,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67.875,Canada,OAP - Animal products nec,Malaysia,2018,MFN,1.22,1725329193,358791513.2,12819,4.2,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2316.829,Canada,OAP - Animal products nec,Mexico,2018,MFN,0.25,1725329193,1222408203,3604,4.2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18034.58,Canada,OAP - Animal products nec,New Zealand,2018,MFN,1.57,1725329193,211953111,13056,4.2,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76.378,Canada,OAP - Animal products nec,Peru,2018,MFN,0,1725329193,222597212.9,7815,4.2,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58.397,Canada,OAP - Animal products nec,Singapore,2018,MFN,2.6,1725329193,376998146.5,13060,4.2,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
707.806,Canada,OAP - Animal products nec,Vietnam,2018,MFN,1.44,1725329193,308702086.8,11565,4.2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50314.231,Canada,"ELE - Computer, electronic and optical products",Australia,2018,MFN,0.84,1725329193,1428529571,14143,4.2,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.73,Canada,"ELE - Computer, electronic and optical products",Brunei,2018,MFN,0.82,1725329193,13567351.18,12299,4.2,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
358655.076,Canada,"ELE - Computer, electronic and optical products",Canada,2018,MFN,1.04,1725329193,1725329193,0,4.2,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
467.42,Canada,"ELE - Computer, electronic and optical products",Chile,2018,MFN,0.77,1725329193,295402652,10719,4.2,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66619.684,Canada,"ELE - Computer, electronic and optical products",India,2018,MFN,1.02,1725329193,2702929719,11462,4.2,4.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1279478.8,Canada,"ELE - Computer, electronic and optical products",Japan,2018,MFN,0.99,1725329193,5037835383,8078,4.2,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1068162.711,Canada,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,0.89,1725329193,358791513.2,12819,4.2,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4056507.742,Canada,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,0.8,1725329193,1222408203,3604,4.2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11199.826,Canada,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,0.52,1725329193,211953111,13056,4.2,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71.756,Canada,"ELE - Computer, electronic and optical products",Peru,2018,MFN,1.06,1725329193,222597212.9,7815,4.2,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
262657.79,Canada,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,0.59,1725329193,376998146.5,13060,4.2,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
941610.525,Canada,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,0.96,1725329193,308702086.8,11565,4.2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14456.543,Canada,MVH - Motor vehicles and parts,Australia,2018,MFN,3.07,1725329193,1428529571,14143,4.2,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.301,Canada,MVH - Motor vehicles and parts,Brunei,2018,MFN,3.39,1725329193,13567351.18,12299,4.2,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
212877.245,Canada,MVH - Motor vehicles and parts,Canada,2018,MFN,3.97,1725329193,1725329193,0,4.2,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1889.048,Canada,MVH - Motor vehicles and parts,Chile,2018,MFN,2.84,1725329193,295402652,10719,4.2,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
371737.041,Canada,MVH - Motor vehicles and parts,India,2018,MFN,2.89,1725329193,2702929719,11462,4.2,4.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4773402.757,Canada,MVH - Motor vehicles and parts,Japan,2018,MFN,3.57,1725329193,5037835383,8078,4.2,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1796.151,Canada,MVH - Motor vehicles and parts,Malaysia,2018,MFN,2.76,1725329193,358791513.2,12819,4.2,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10309072.25,Canada,MVH - Motor vehicles and parts,Mexico,2018,MFN,3.98,1725329193,1222408203,3604,4.2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
626.1,Canada,MVH - Motor vehicles and parts,New Zealand,2018,MFN,3.45,1725329193,211953111,13056,4.2,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
177.059,Canada,MVH - Motor vehicles and parts,Peru,2018,MFN,2.3,1725329193,222597212.9,7815,4.2,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2219.653,Canada,MVH - Motor vehicles and parts,Singapore,2018,MFN,2.81,1725329193,376998146.5,13060,4.2,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21791.23,Canada,MVH - Motor vehicles and parts,Vietnam,2018,MFN,3.48,1725329193,308702086.8,11565,4.2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.734,Chile,OAP - Animal products nec,Australia,2018,MFN,6,295402652,1428529571,12726,1.3,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3299.875,Chile,OAP - Animal products nec,Canada,2018,MFN,6,295402652,1725329193,10719,1.3,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53.381,Chile,OAP - Animal products nec,Chile,2018,MFN,6,295402652,295402652,0,1.3,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.481,Chile,OAP - Animal products nec,India,2018,MFN,6,295402652,2702929719,16681,1.3,4.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55.2,Chile,OAP - Animal products nec,Mexico,2018,MFN,6,295402652,1222408203,7353,1.3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23.268,Chile,OAP - Animal products nec,New Zealand,2018,MFN,6,295402652,211953111,9625,1.3,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.239,Chile,OAP - Animal products nec,Peru,2018,MFN,6,295402652,222597212.9,2964,1.3,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,Chile,OAP - Animal products nec,Brunei,2018,MFN,0,295402652,13567351.18,16483,1.3,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,Chile,OAP - Animal products nec,Singapore,2018,MFN,0,295402652,376998146.5,16174,1.3,2.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,Chile,OAP - Animal products nec,Vietnam,2018,MFN,0,295402652,308702086.8,17600,1.3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,Chile,OAP - Animal products nec,Japan,2018,MFN,0,295402652,5037835383,17332,1.3,3.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16739.791,Chile,"ELE - Computer, electronic and optical products",Australia,2018,MFN,6,295402652,1428529571,12726,1.3,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.892,Chile,"ELE - Computer, electronic and optical products",Brunei,2018,MFN,6,295402652,13567351.18,16483,1.3,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26865.985,Chile,"ELE - Computer, electronic and optical products",Canada,2018,MFN,6,295402652,1725329193,10719,1.3,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1078.814,Chile,"ELE - Computer, electronic and optical products",Chile,2018,MFN,6,295402652,295402652,0,1.3,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8648.805,Chile,"ELE - Computer, electronic and optical products",India,2018,MFN,6,295402652,2702929719,16681,1.3,4.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71520.515,Chile,"ELE - Computer, electronic and optical products",Japan,2018,MFN,6,295402652,5037835383,17332,1.3,3.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43346.356,Chile,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,6,295402652,358791513.2,16458,1.3,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
598874.94,Chile,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,6,295402652,1222408203,7353,1.3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
785.845,Chile,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,6,295402652,211953111,9625,1.3,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3645.054,Chile,"ELE - Computer, electronic and optical products",Peru,2018,MFN,6,295402652,222597212.9,2964,1.3,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30882.591,Chile,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,6,295402652,376998146.5,16174,1.3,2.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
323369.222,Chile,"ELE - Computer, electronic and optical products",Vietnam,2018,MFN,6,295402652,308702086.8,17600,1.3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1879.586,Chile,MVH - Motor vehicles and parts,Australia,2018,MFN,6,295402652,1428529571,12726,1.3,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72530.557,Chile,MVH - Motor vehicles and parts,Canada,2018,MFN,6,295402652,1725329193,10719,1.3,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143.007,Chile,MVH - Motor vehicles and parts,Chile,2018,MFN,6,295402652,295402652,0,1.3,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
317492.061,Chile,MVH - Motor vehicles and parts,India,2018,MFN,6,295402652,2702929719,16681,1.3,4.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1379529.698,Chile,MVH - Motor vehicles and parts,Japan,2018,MFN,5.91,295402652,5037835383,17332,1.3,3.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1782.794,Chile,MVH - Motor vehicles and parts,Malaysia,2018,MFN,6,295402652,358791513.2,16458,1.3,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
709137.709,Chile,MVH - Motor vehicles and parts,Mexico,2018,MFN,5.86,295402652,1222408203,7353,1.3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1102.746,Chile,MVH - Motor vehicles and parts,New Zealand,2018,MFN,6,295402652,211953111,9625,1.3,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9978.775,Chile,MVH - Motor vehicles and parts,Peru,2018,MFN,6,295402652,222597212.9,2964,1.3,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1153.439,Chile,MVH - Motor vehicles and parts,Singapore,2018,MFN,6,295402652,376998146.5,16174,1.3,2.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118.936,Chile,MVH - Motor vehicles and parts,Vietnam,2018,MFN,6,295402652,308702086.8,17600,1.3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2963.523,India,OAP - Animal products nec,Australia,2018,MFN,15,2702929719,1428529571,7809,4.9,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215.931,India,OAP - Animal products nec,Brunei,2018,MFN,0,2702929719,13567351.18,4346,4.9,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
413.784,India,OAP - Animal products nec,Canada,2018,MFN,30,2702929719,1725329193,11462,4.9,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43.544,India,OAP - Animal products nec,Chile,2018,MFN,0,2702929719,295402652,16681,4.9,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
439.215,India,OAP - Animal products nec,Japan,2018,MFN,22.5,2702929719,5037835383,5968,4.9,3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1176.896,India,OAP - Animal products nec,Malaysia,2018,MFN,20,2702929719,358791513.2,3081,4.9,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17.363,India,OAP - Animal products nec,Mexico,2018,MFN,60,2702929719,1222408203,15108,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2659.299,India,OAP - Animal products nec,New Zealand,2018,MFN,12.86,2702929719,211953111,11963,4.9,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62.753,India,OAP - Animal products nec,Singapore,2018,MFN,15,2702929719,376998146.5,3440,4.9,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133.344,India,OAP - Animal products nec,Vietnam,2018,MFN,0,2702929719,308702086.8,3194,4.9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,India,OAP - Animal products nec,Peru,2018,MFN,0,2702929719,222597212.9,16941,4.9,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70917.317,India,"ELE - Computer, electronic and optical products",Australia,2018,MFN,5.83,2702929719,1428529571,7809,4.9,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162.075,India,"ELE - Computer, electronic and optical products",Brunei,2018,MFN,7.5,2702929719,13567351.18,4346,4.9,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173254.906,India,"ELE - Computer, electronic and optical products",Canada,2018,MFN,6.06,2702929719,1725329193,11462,4.9,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253.758,India,"ELE - Computer, electronic and optical products",Chile,2018,MFN,4.84,2702929719,295402652,16681,4.9,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1487692.095,India,"ELE - Computer, electronic and optical products",Japan,2018,MFN,6.61,2702929719,5037835383,5968,4.9,3.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1550410.866,India,"ELE - Computer, electronic and optical products",Malaysia,2018,MFN,5.98,2702929719,358791513.2,3081,4.9,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
853513.671,India,"ELE - Computer, electronic and optical products",Mexico,2018,MFN,5.22,2702929719,1222408203,15108,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4926.729,India,"ELE - Computer, electronic and optical products",New Zealand,2018,MFN,5.2,2702929719,211953111,11963,4.9,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81.288,India,"ELE - Computer, electronic and optical products",Peru,2018,MFN,5,2702929719,222597212.9,16941,4.9,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4568562.044,India,"ELE - Computer, electronic and optical products",Singapore,2018,MFN,6.64,2702929719,376998146.5,3440,4.9,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
