"Selected Nomen","Native Nomen","Reporter","Reporter Name","Product","Product Name","Partner","Partner Name","Tariff Year","Trade Year","DutyType","Simple Average","Imports Value in 1000 USD"
"GP","H5","604","Peru","40","ELE - Computer, electronic and optical products","152","Chile",2018,2018,"MFN",0.43,3362.334
"GP","H5","604","Peru","40","ELE - Computer, electronic and optical products","356","India",2018,2018,"MFN",0.6,11386.107
"GP","H5","604","Peru","40","ELE - Computer, electronic and optical products","392","Japan",2018,2018,"MFN",1,45988.08
"GP","H5","604","Peru","40","ELE - Computer, electronic and optical products","458","Malaysia",2018,2018,"MFN",0.81,59601.804
"GP","H5","604","Peru","40","ELE - Computer, electronic and optical products","484","Mexico",2018,2018,"MFN",0.75,542289.976
"GP","H5","604","Peru","40","ELE - Computer, electronic and optical products","554","New Zealand",2018,2018,"MFN",0.2,249.924
"GP","H5","604","Peru","40","ELE - Computer, electronic and optical products","604","Peru",2018,2018,"MFN",0,10.215
"GP","H5","604","Peru","40","ELE - Computer, electronic and optical products","702","Singapore",2018,2018,"MFN",0.62,16350.321
"GP","H5","604","Peru","40","ELE - Computer, electronic and optical products","704","Vietnam",2018,2018,"MFN",1.23,74333.956
"GP","H5","604","Peru","43","MVH - Motor vehicles and parts","036","Australia",2018,2018,"MFN",0,856.842
"GP","H5","604","Peru","43","MVH - Motor vehicles and parts","124","Canada",2018,2018,"MFN",0.8,11191.043
"GP","H5","604","Peru","43","MVH - Motor vehicles and parts","152","Chile",2018,2018,"MFN",0.48,9320.001
"GP","H5","604","Peru","43","MVH - Motor vehicles and parts","356","India",2018,2018,"MFN",0.63,173947.935
"GP","H5","604","Peru","43","MVH - Motor vehicles and parts","392","Japan",2018,2018,"MFN",0.8,442219.046
"GP","H5","604","Peru","43","MVH - Motor vehicles and parts","458","Malaysia",2018,2018,"MFN",0,915.295
"GP","H5","604","Peru","43","MVH - Motor vehicles and parts","484","Mexico",2018,2018,"MFN",0.88,338963.633
"GP","H5","604","Peru","43","MVH - Motor vehicles and parts","554","New Zealand",2018,2018,"MFN",1.2,105.504
"GP","H5","604","Peru","43","MVH - Motor vehicles and parts","604","Peru",2018,2018,"MFN",0,8.98
"GP","H5","604","Peru","43","MVH - Motor vehicles and parts","702","Singapore",2018,2018,"MFN",0,473.127
"GP","H5","604","Peru","43","MVH - Motor vehicles and parts","704","Vietnam",2018,2018,"MFN",0,66.892
"GP","H5","704","Vietnam","10","OAP - Animal products nec","036","Australia",2018,2018,"MFN",3.04,4650.799
"GP","H5","704","Vietnam","10","OAP - Animal products nec","124","Canada",2018,2018,"MFN",1.56,23765.788
"GP","H5","704","Vietnam","10","OAP - Animal products nec","152","Chile",2018,2018,"MFN",0,188.75
"GP","H5","704","Vietnam","10","OAP - Animal products nec","356","India",2018,2018,"MFN",2.71,221.028
"GP","H5","704","Vietnam","10","OAP - Animal products nec","392","Japan",2018,2018,"MFN",3.78,5547.043
"GP","H5","704","Vietnam","10","OAP - Animal products nec","458","Malaysia",2018,2018,"MFN",4.88,19560.057
"GP","H5","704","Vietnam","10","OAP - Animal products nec","554","New Zealand",2018,2018,"MFN",3.07,1947.345
"GP","H5","704","Vietnam","10","OAP - Animal products nec","604","Peru",2018,2018,"MFN",0,32.526
"GP","H5","704","Vietnam","10","OAP - Animal products nec","702","Singapore",2018,2018,"MFN",14.64,138.315
"GP","H5","704","Vietnam","40","ELE - Computer, electronic and optical products","036","Australia",2018,2018,"MFN",3.12,15991.534
"GP","H5","704","Vietnam","40","ELE - Computer, electronic and optical products","096","Brunei",2018,2018,"MFN",0.48,371.62
"GP","H5","704","Vietnam","40","ELE - Computer, electronic and optical products","124","Canada",2018,2018,"MFN",3.15,20506.904
"GP","H5","704","Vietnam","40","ELE - Computer, electronic and optical products","152","Chile",2018,2018,"MFN",0,7.999
"GP","H5","704","Vietnam","40","ELE - Computer, electronic and optical products","356","India",2018,2018,"MFN",3.12,64034.309
"GP","H5","704","Vietnam","40","ELE - Computer, electronic and optical products","392","Japan",2018,2018,"MFN",3.99,2785266.689
"GP","H5","704","Vietnam","40","ELE - Computer, electronic and optical products","458","Malaysia",2018,2018,"MFN",3.5,1716526.464
"GP","H5","704","Vietnam","40","ELE - Computer, electronic and optical products","554","New Zealand",2018,2018,"MFN",3.44,3922.494
"GP","H5","704","Vietnam","40","ELE - Computer, electronic and optical products","702","Singapore",2018,2018,"MFN",5.33,3691370.146
"GP","H5","704","Vietnam","43","MVH - Motor vehicles and parts","036","Australia",2018,2018,"MFN",15.86,931.439
"GP","H5","704","Vietnam","43","MVH - Motor vehicles and parts","096","Brunei",2018,2018,"MFN",12.77,0.747
"GP","H5","704","Vietnam","43","MVH - Motor vehicles and parts","124","Canada",2018,2018,"MFN",23.55,4804.613
"GP","H5","704","Vietnam","43","MVH - Motor vehicles and parts","356","India",2018,2018,"MFN",18.25,179499.964
"GP","H5","704","Vietnam","43","MVH - Motor vehicles and parts","392","Japan",2018,2018,"MFN",21.5,801734.178
"GP","H5","704","Vietnam","43","MVH - Motor vehicles and parts","458","Malaysia",2018,2018,"MFN",19.14,18452.493
"GP","H5","704","Vietnam","43","MVH - Motor vehicles and parts","554","New Zealand",2018,2018,"MFN",13.62,37.211
"GP","H5","704","Vietnam","43","MVH - Motor vehicles and parts","702","Singapore",2018,2018,"MFN",19.44,42162.596
